form_label,source_file,analysis_set,domain,variable,variable_type,group_by,group_value,n,mean,sd,min,max,min_max
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,gender,Girls,65,18.46,9.47,0.00,40.00,0.00-40.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,new_group,A_Boys,31,17.10,10.11,3.00,41.00,3.00-41.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,new_group,A_Girls,13,15.54,9.90,3.00,40.00,3.00-40.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,new_group,B_Boys,17,17.76,7.61,8.00,31.00,8.00-31.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,new_group,B_Girls,52,19.19,9.31,0.00,39.00,0.00-39.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_int,continuous,overall,overall,113,2.28,2.09,0.00,8.00,0.00-8.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_int,continuous,group,A,44,2.09,2.17,0.00,7.00,0.00-7.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_int,continuous,group,B,69,2.41,2.05,0.00,8.00,0.00-8.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_int,continuous,gender,Boys,48,1.83,1.96,0.00,7.00,0.00-7.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_int,continuous,gender,Girls,65,2.62,2.14,0.00,8.00,0.00-8.00
